gazetteerId,villageInnerId,categoryId,unitId,data
1100.0,1100.0,3,1,12.5
1101.0,1101.0,3,1,12.2
1102.0,1102.0,3,1,15.8
1103.0,1103.0,3,1,14.5
1104.0,1104.0,3,1,15.4
1105.0,1105.0,3,1,NULL
1106.0,1106.0,3,1,9.2
1107.0,1107.0,3,1,10
1108.0,1108.0,3,1,8.7
1109.0,1109.0,3,1,7
1110.0,1110.0,3,1,10.5
1112.0,1112.0,3,1,10.3
1113.0,1113.0,3,1,10.72
1114.0,1114.0,3,1,5
1116.0,1116.0,3,1,13.5
1117.0,1117.0,3,1,13.9
1119.0,1119.0,3,1,11.4
1120.0,1120.0,3,1,NULL
1124.0,1124.0,3,1,11.6
1125.0,1125.0,3,1,NULL
1131.0,1131.0,3,1,15.5
1132.0,1132.0,3,1,NULL
1133.0,1133.0,3,1,NULL
1134.0,1134.0,3,1,9
1136.0,1136.0,3,1,16.2
1137.0,1137.0,3,1,9.9
1138.0,1138.0,3,1,21.8
1140.0,1140.0,3,1,14.4
1141.0,1141.0,3,1,11
1142.0,1142.0,3,1,11.6
1143.0,1143.0,3,1,13.9
1145.0,1145.0,3,1,9
1146.0,1146.0,3,1,10.2
1148.0,1148.0,3,1,9.8
1151.0,1151.0,3,1,15
1154.0,1154.0,3,1,14.2
1155.0,1155.0,3,1,10.61
1156.0,1156.0,3,1,20
1158.0,1158.0,3,1,11.6
1159.0,1159.0,3,1,12.5
1160.0,1160.0,3,1,15.8
1161.0,1161.0,3,1,NULL
1163.0,1163.0,3,1,13.4
1164.0,1164.0,3,1,17.6
1165.0,1165.0,3,1,16
1166.0,1166.0,3,1,16.7
1167.0,1167.0,3,1,16.6
1168.0,1168.0,3,1,16
1169.0,1169.0,3,1,16.2
1170.0,1170.0,3,1,NULL
1171.0,1171.0,3,1,12.10
1172.0,1172.0,3,1,15.8
1173.0,1173.0,3,1,16.2
1175.0,1175.0,3,1,16
1176.0,1176.0,3,1,11
1177.0,1177.0,3,1,12.7
1178.0,1178.0,3,1,13
1179.0,1179.0,3,1,NULL
1180.0,1180.0,3,1,12
1181.0,1181.0,3,1,13.3
1182.0,1182.0,3,1,11.4
1183.0,1183.0,3,1,9
1185.0,1185.0,3,1,12
1187.0,1187.0,3,1,13.4
1188.0,1188.0,3,1,11.8
1191.0,1191.0,3,1,11.8
1192.0,1192.0,3,1,13
1195.0,1195.0,3,1,16.5
1196.0,1196.0,3,1,NULL
1197.0,1197.0,3,1,11.8
1198.0,1198.0,3,1,11.8
1199.0,1199.0,3,1,11.4
1200.0,1200.0,3,1,11.8
1201.0,1201.0,3,1,3.4
1202.0,1202.0,3,1,NULL
1203.0,1203.0,3,1,17.9
1205.0,1205.0,3,1,9.8
1206.0,1206.0,3,1,16
1208.0,1208.0,3,1,NULL
1209.0,1209.0,3,1,11.40
1210.0,1210.0,3,1,NULL
1213.0,1213.0,3,1,13.9
1214.0,1214.0,3,1,19.9
1215.0,1215.0,3,1,NULL
1216.0,1216.0,3,1,18
1218.0,1218.0,3,1,15.7
1219.0,1219.0,3,1,10.2
1220.0,1220.0,3,1,16.4
1221.0,1221.0,3,1,NULL
1222.0,1222.0,3,1,NULL
1223.0,1223.0,3,1,15.1
1224.0,1224.0,3,1,15
1225.0,1225.0,3,1,14.3
1228.0,1228.0,3,1,12.5
1230.0,1230.0,3,1,9.7
1231.0,1231.0,3,1,16.9
1233.0,1233.0,3,1,12
1234.0,1234.0,3,1,20
1235.0,1235.0,3,1,16.1
1236.0,1236.0,3,1,14.3
1238.0,1238.0,3,1,16
1239.0,1239.0,3,1,13.2
1240.0,1240.0,3,1,4.8
1241.0,1241.0,3,1,14.9
1245.0,1245.0,3,1,19
1246.0,1246.0,3,1,NULL
1247.0,1247.0,3,1,21
1248.0,1248.0,3,1,NULL
1249.0,1249.0,3,1,15.7
1251.0,1251.0,3,1,2.6
1252.0,1252.0,3,1,NULL
1254.0,1254.0,3,1,13.6
1255.0,1255.0,3,1,12.3
1256.0,1256.0,3,1,22
1257.0,1257.0,3,1,13.5
1258.0,1258.0,3,1,NULL
1259.0,1259.0,3,1,5.9
1261.0,1261.0,3,1,NULL
1262.0,1262.0,3,1,14.9
1264.0,1264.0,3,1,21.9
1267.0,1267.0,3,1,16
1268.0,1268.0,3,1,16.9
1269.0,1269.0,3,1,17
1271.0,1271.0,3,1,16.7
1272.0,1272.0,3,1,16.5
1277.0,1277.0,3,1,11.9
1278.0,1278.0,3,1,12.6
1279.0,1279.0,3,1,NULL
1280.0,1280.0,3,1,12.4
1281.0,1281.0,3,1,16
1282.0,1282.0,3,1,14.4
1284.0,1284.0,3,1,15.5
1285.0,1285.0,3,1,13.5
1286.0,1286.0,3,1,12.1
1288.0,1288.0,3,1,14.4
1289.0,1289.0,3,1,16.2
1292.0,1292.0,3,1,14.5
1293.0,1293.0,3,1,13.4
1295.0,1295.0,3,1,16.5
1299.0,1299.0,3,1,13.8
1300.0,1300.0,3,1,14.3
1302.0,1302.0,3,1,14.2
1303.0,1303.0,3,1,14.4
1304.0,1304.0,3,1,13.6
1308.0,1308.0,3,1,12.7
1309.0,1309.0,3,1,NULL
1311.0,1311.0,3,1,12.4
1312.0,1312.0,3,1,11.5
1313.0,1313.0,3,1,11.6
1314.0,1314.0,3,1,12.4
1315.0,1315.0,3,1,11.8
1317.0,1317.0,3,1,12.7
1318.0,1318.0,3,1,11.7
1319.0,1319.0,3,1,11.8
1320.0,1320.0,3,1,12.9
1321.0,1321.0,3,1,21
1322.0,1322.0,3,1,21.5
1324.0,1324.0,3,1,7.8
1325.0,1325.0,3,1,NULL
1326.0,1326.0,3,1,12.4
1329.0,1329.0,3,1,22
1330.0,1330.0,3,1,NULL
1331.0,1331.0,3,1,24.1
1332.0,1332.0,3,1,12.2
1333.0,1333.0,3,1,20
1334.0,1334.0,3,1,12.5
1335.0,1335.0,3,1,14.6
1337.0,1337.0,3,1,14
1338.0,1338.0,3,1,15.27
1339.0,1339.0,3,1,NULL
1340.0,1340.0,3,1,12.5
1341.0,1341.0,3,1,13.4
1342.0,1342.0,3,1,12.4
1343.0,1343.0,3,1,11
1344.0,1344.0,3,1,14.2
1345.0,1345.0,3,1,NULL
1349.0,1349.0,3,1,13.3
1350.0,1350.0,3,1,NULL
1351.0,1351.0,3,1,21
1352.0,1352.0,3,1,11.8
1354.0,1354.0,3,1,16
1355.0,1355.0,3,1,22.4
1356.0,1356.0,3,1,13.9
1358.0,1358.0,3,1,11.8
1359.0,1359.0,3,1,13.3
1360.0,1360.0,3,1,13
1362.0,1362.0,3,1,11.6
1365.0,1365.0,3,1,14.3
1368.0,1368.0,3,1,15.7
1370.0,1370.0,3,1,11.5
1371.0,1371.0,3,1,12
1373.0,1373.0,3,1,12.2
1374.0,1374.0,3,1,11.4
1375.0,1375.0,3,1,11.6
1376.0,1376.0,3,1,15.8
1377.0,1377.0,3,1,15.1
1378.0,1378.0,3,1,NULL
1381.0,1381.0,3,1,14
1382.0,1382.0,3,1,12.8
1383.0,1383.0,3,1,14.3
1385.0,1385.0,3,1,14
1386.0,1386.0,3,1,15.5
1391.0,1391.0,3,1,15.5
1392.0,1392.0,3,1,15.5
1394.0,1394.0,3,1,NULL
1395.0,1395.0,3,1,NULL
1396.0,1396.0,3,1,NULL
1398.0,1398.0,3,1,13.3
1399.0,1399.0,3,1,13.9
1400.0,1400.0,3,1,14
1403.0,1403.0,3,1,15
1404.0,1404.0,3,1,15.5
1405.0,1405.0,3,1,15.3
1408.0,1408.0,3,1,13.2
1409.0,1409.0,3,1,12
1411.0,1411.0,3,1,12.4
1.0,1.0,2,2,700.0
3.0,3.0,2,2,1279.8
4.0,4.0,2,2,1310.0
5.0,5.0,2,2,529.7
6.0,6.0,2,2,NULL
7.0,7.0,2,2,543.6
8.0,8.0,2,2,2963.0
9.0,9.0,2,2,534.7
10.0,10.0,2,2,600.0
11.0,11.0,2,2,1790.0
12.0,12.0,2,2,480.0
13.0,13.0,2,2,210.7
14.0,14.0,2,2,500.0
16.0,16.0,2,2,1948.4
17.0,17.0,2,2,644.2
18.0,18.0,2,2,865.4
19.0,19.0,2,2,1171.7
20.0,20.0,2,2,569.4
21.0,21.0,2,2,650.0
22.0,22.0,2,2,710.0
23.0,23.0,2,2,1660.0
24.0,24.0,2,2,1926.7
26.0,26.0,2,2,1217.9
29.0,29.0,2,2,400.0
30.0,30.0,2,2,1365.0
31.0,31.0,2,2,571.5
32.0,32.0,2,2,1114.7
34.0,34.0,2,2,570.4
35.0,35.0,2,2,1411.0
36.0,36.0,2,2,1000.0
37.0,37.0,2,2,679.1
40.0,40.0,2,2,1348.3
41.0,41.0,2,2,1750.0
42.0,42.0,2,2,NULL
44.0,44.0,2,2,634.3
45.0,45.0,2,2,NULL
47.0,47.0,2,2,NULL
48.0,48.0,2,2,NULL
49.0,49.0,2,2,1434.2
52.0,52.0,2,2,685.7
53.0,53.0,2,2,1000.0
54.0,54.0,2,2,588.6
56.0,56.0,2,2,1630.0
58.0,58.0,2,2,592.8
59.0,59.0,2,2,646.6
61.0,61.0,2,2,550.0
62.0,62.0,2,2,NULL
63.0,63.0,2,2,500.0
64.0,64.0,2,2,NULL
67.0,67.0,2,2,503.6
69.0,69.0,2,2,NULL
70.0,70.0,2,2,500.0
71.0,71.0,2,2,568.2
72.0,72.0,2,2,NULL
74.0,74.0,2,2,550.3
75.0,75.0,2,2,1083.4
76.0,76.0,2,2,559.6
77.0,77.0,2,2,566.3
78.0,78.0,2,2,552.4
80.0,80.0,2,2,584.9
82.0,82.0,2,2,NULL
83.0,83.0,2,2,659.7
84.0,84.0,2,2,NULL
85.0,85.0,2,2,1600.0
87.0,87.0,2,2,1530.0
88.0,88.0,2,2,551.7
91.0,91.0,2,2,1006.5
92.0,92.0,2,2,1500.0
93.0,93.0,2,2,490.02
94.0,94.0,2,2,NULL
95.0,95.0,2,2,1156.0
96.0,96.0,2,2,584.6
97.0,97.0,2,2,1100.0
98.0,98.0,2,2,1170.0
99.0,99.0,2,2,NULL
100.0,100.0,2,2,NULL
113.0,113.0,2,2,NULL
115.0,115.0,2,2,1434.2
116.0,116.0,2,2,856.7
117.0,117.0,2,2,490.0
119.0,119.0,2,2,1200.0
121.0,121.0,2,2,1417.8
123.0,123.0,2,2,532.0
124.0,124.0,2,2,280.0
125.0,125.0,2,2,1391.0
126.0,126.0,2,2,1417.8
127.0,127.0,2,2,NULL
128.0,128.0,2,2,1890.0
129.0,129.0,2,2,335.4
130.0,130.0,2,2,NULL
134.0,134.0,2,2,520.0
135.0,135.0,2,2,399.8
136.0,136.0,2,2,NULL
137.0,137.0,2,2,1308.1
138.0,138.0,2,2,NULL
139.0,139.0,2,2,1200.0
140.0,140.0,2,2,1200.0
141.0,141.0,2,2,359.0
142.0,142.0,2,2,202.4
144.0,144.0,2,2,NULL
145.0,145.0,2,2,884.6
146.0,146.0,2,2,400.0
148.0,148.0,2,2,350.0
149.0,149.0,2,2,345.0
150.0,150.0,2,2,1100.0
151.0,151.0,2,2,570.0
152.0,152.0,2,2,NULL
153.0,153.0,2,2,1378.4
154.0,154.0,2,2,878.6
156.0,156.0,2,2,1346.0
157.0,157.0,2,2,1083.0
158.0,158.0,2,2,1282.8
159.0,159.0,2,2,584.8
160.0,160.0,2,2,NULL
161.0,161.0,2,2,1093.3
162.0,162.0,2,2,1350.0
164.0,164.0,2,2,400.0
166.0,166.0,2,2,600.0
169.0,169.0,2,2,670.0
170.0,170.0,2,2,345.0
171.0,171.0,2,2,1350.0
172.0,172.0,2,2,103.2
173.0,173.0,2,2,1100.0
174.0,174.0,2,2,1580.0
176.0,176.0,2,2,349.3
177.0,177.0,2,2,1125.0
178.0,178.0,2,2,558.0
180.0,180.0,2,2,510.0
185.0,185.0,2,2,300.0
186.0,186.0,2,2,1440.0
187.0,187.0,2,2,610.9
189.0,189.0,2,2,500.0
190.0,190.0,2,2,641.7
191.0,191.0,2,2,1700.0
193.0,193.0,2,2,2000.0
195.0,195.0,2,2,1540.5
196.0,196.0,2,2,486.0
197.0,197.0,2,2,648.9
198.0,198.0,2,2,456.6
199.0,199.0,2,2,1047.0
200.0,200.0,2,2,NULL
201.0,201.0,2,2,1088.6
203.0,203.0,2,2,606.4
204.0,204.0,2,2,850.0
205.0,205.0,2,2,1357.0
206.0,206.0,2,2,900.0
207.0,207.0,2,2,918.7
208.0,208.0,2,2,759.0
209.0,209.0,2,2,797.0
210.0,210.0,2,2,879.1
211.0,211.0,2,2,1200.0
212.0,212.0,2,2,865.9
213.0,213.0,2,2,980.0
214.0,214.0,2,2,NULL
215.0,215.0,2,2,1000.0
216.0,216.0,2,2,NULL
217.0,217.0,2,2,880.0
218.0,218.0,2,2,1095.5
219.0,219.0,2,2,1000.0
220.0,220.0,2,2,NULL
221.0,221.0,2,2,1238.0
222.0,222.0,2,2,600.0
223.0,223.0,2,2,829.7
224.0,224.0,2,2,NULL
226.0,226.0,2,2,1079.0
227.0,227.0,2,2,556.4
228.0,228.0,2,2,NULL
229.0,229.0,2,2,800.0
230.0,230.0,2,2,1000.0
231.0,231.0,2,2,1000.0
232.0,232.0,2,2,586.7
233.0,233.0,2,2,1700.0
234.0,234.0,2,2,1600.0
235.0,235.0,2,2,1253.1
236.0,236.0,2,2,610.0
238.0,238.0,2,2,1239.1
239.0,239.0,2,2,803.6
243.0,243.0,2,2,600.0
244.0,244.0,2,2,1148.0
245.0,245.0,2,2,NULL
248.0,248.0,2,2,569.4
249.0,249.0,2,2,NULL
251.0,251.0,2,2,1168.0
252.0,252.0,2,2,472.9
253.0,253.0,2,2,1044.0
254.0,254.0,2,2,1092.8
256.0,256.0,2,2,400.0
257.0,257.0,2,2,NULL
258.0,258.0,2,2,1170.0
259.0,259.0,2,2,NULL
261.0,261.0,2,2,590.0
262.0,262.0,2,2,NULL
263.0,263.0,2,2,488.2
264.0,264.0,2,2,1600.0
265.0,265.0,2,2,590.0
267.0,267.0,2,2,NULL
268.0,268.0,2,2,620.2
270.0,270.0,2,2,1500.0
271.0,271.0,2,2,553.0
272.0,272.0,2,2,1650.0
274.0,274.0,2,2,1700.0
275.0,275.0,2,2,582.8
276.0,276.0,2,2,558.24
277.0,277.0,2,2,NULL
278.0,278.0,2,2,1250.0
279.0,279.0,2,2,430.0
280.0,280.0,2,2,580.3
281.0,281.0,2,2,870.4
283.0,283.0,2,2,571.9
286.0,286.0,2,2,NULL
287.0,287.0,2,2,1156.7
289.0,289.0,2,2,1026.0
291.0,291.0,2,2,600.0
292.0,292.0,2,2,NULL
293.0,293.0,2,2,560.4
294.0,294.0,2,2,550.0
297.0,297.0,2,2,530.0
299.0,299.0,2,2,NULL
300.0,300.0,2,2,520.0
302.0,302.0,2,2,674.0
303.0,303.0,2,2,623.6
304.0,304.0,2,2,1600.0
305.0,305.0,2,2,900.0
306.0,306.0,2,2,1608.0
307.0,307.0,2,2,1433.6
309.0,309.0,2,2,1156.4
310.0,310.0,2,2,800.0
313.0,313.0,2,2,571.3
314.0,314.0,2,2,NULL
315.0,315.0,2,2,649.9
316.0,316.0,2,2,665.6
317.0,317.0,2,2,500.0
319.0,319.0,2,2,825.0
321.0,321.0,2,2,1200.0
322.0,322.0,2,2,NULL
323.0,323.0,2,2,874.5
325.0,325.0,2,2,NULL
327.0,327.0,2,2,860.0
329.0,329.0,2,2,NULL
330.0,330.0,2,2,385.0
333.0,333.0,2,2,575.2
335.0,335.0,2,2,515.0
336.0,336.0,2,2,512.0
337.0,337.0,2,2,1039.3
338.0,338.0,2,2,16.6
340.0,340.0,2,2,1000.0
341.0,341.0,2,2,450.0
342.0,342.0,2,2,592.8
343.0,343.0,2,2,439.0
344.0,344.0,2,2,1000.0
346.0,346.0,2,2,621.1
347.0,347.0,2,2,600.0
348.0,348.0,2,2,1500.0
349.0,349.0,2,2,650.0
350.0,350.0,2,2,1000.0
351.0,351.0,2,2,450.0
352.0,352.0,2,2,1179.4
353.0,353.0,2,2,475.6
354.0,354.0,2,2,1670.0
355.0,355.0,2,2,NULL
356.0,356.0,2,2,NULL
357.0,357.0,2,2,545.2
358.0,358.0,2,2,520.0
359.0,359.0,2,2,1700.0
360.0,360.0,2,2,1655.82
361.0,361.0,2,2,1800.0
363.0,363.0,2,2,1725.7
365.0,365.0,2,2,1500.0
366.0,366.0,2,2,429.0
367.0,367.0,2,2,1200.0
368.0,368.0,2,2,1800.0
369.0,369.0,2,2,429.0
370.0,370.0,2,2,646.6
371.0,371.0,2,2,719.2
372.0,372.0,2,2,380.0
373.0,373.0,2,2,1054.0
374.0,374.0,2,2,1128.7
375.0,375.0,2,2,1000.0
377.0,377.0,2,2,NULL
378.0,378.0,2,2,NULL
380.0,380.0,2,2,450.0
381.0,381.0,2,2,550.0
382.0,382.0,2,2,1600.0
383.0,383.0,2,2,665.6
386.0,386.0,2,2,445.0
387.0,387.0,2,2,1875.4
388.0,388.0,2,2,553.0
390.0,390.0,2,2,NULL
391.0,391.0,2,2,1000.0
392.0,392.0,2,2,610.0
393.0,393.0,2,2,626.0
394.0,394.0,2,2,NULL
396.0,396.0,2,2,1600.0
397.0,397.0,2,2,700.0
398.0,398.0,2,2,500.0
400.0,400.0,2,2,1949.5
401.0,401.0,2,2,519.5
402.0,402.0,2,2,1054.0
404.0,404.0,2,2,NULL
405.0,405.0,2,2,NULL
406.0,406.0,2,2,900.0
407.0,407.0,2,2,500.0
408.0,408.0,2,2,500.8
409.0,409.0,2,2,901.0
411.0,411.0,2,2,1500.0
412.0,412.0,2,2,591.9
413.0,413.0,2,2,155.0
414.0,414.0,2,2,420.0
415.0,415.0,2,2,498.2
416.0,416.0,2,2,1420.5
417.0,417.0,2,2,1742.0
418.0,418.0,2,2,1050.0
419.0,419.0,2,2,415.2
420.0,420.0,2,2,1181.0
421.0,421.0,2,2,1300.0
422.0,422.0,2,2,586.7
423.0,423.0,2,2,200.0
424.0,424.0,2,2,635.1
425.0,425.0,2,2,1124.7
427.0,427.0,2,2,1600.0
428.0,428.0,2,2,114.7
429.0,429.0,2,2,1300.0
431.0,431.0,2,2,551.2
432.0,432.0,2,2,1350.0
433.0,433.0,2,2,NULL
434.0,434.0,2,2,480.0
435.0,435.0,2,2,592.8
436.0,436.0,2,2,1700.0
437.0,437.0,2,2,155.0
438.0,438.0,2,2,NULL
439.0,439.0,2,2,627.4
441.0,441.0,2,2,847.0
442.0,442.0,2,2,600.0
443.0,443.0,2,2,573.9
444.0,444.0,2,2,1073.0
445.0,445.0,2,2,NULL
447.0,447.0,2,2,118.0
448.0,448.0,2,2,NULL
449.0,449.0,2,2,629.9
450.0,450.0,2,2,460.0
451.0,451.0,2,2,1882.0
452.0,452.0,2,2,1143.3
453.0,453.0,2,2,552.0
456.0,456.0,2,2,1025.6
457.0,457.0,2,2,400.0
458.0,458.0,2,2,950.0
459.0,459.0,2,2,650.0
460.0,460.0,2,2,NULL
462.0,462.0,2,2,1725.0
463.0,463.0,2,2,1466.5
464.0,464.0,2,2,1700.0
465.0,465.0,2,2,1362.0
468.0,468.0,2,2,580.0
470.0,470.0,2,2,1310.0
471.0,471.0,2,2,460.0
474.0,474.0,2,2,460.0
476.0,476.0,2,2,1392.5
477.0,477.0,2,2,633.7
478.0,478.0,2,2,1200.0
479.0,479.0,2,2,713.6
481.0,481.0,2,2,NULL
482.0,482.0,2,2,1464.0
483.0,483.0,2,2,1423.2
484.0,484.0,2,2,400.0
485.0,485.0,2,2,NULL
486.0,486.0,2,2,623.6
488.0,488.0,2,2,488.3
489.0,489.0,2,2,646.0
490.0,490.0,2,2,1200.0
491.0,491.0,2,2,NULL
492.0,492.0,2,2,800.0
493.0,493.0,2,2,114.7
494.0,494.0,2,2,527.1
496.0,496.0,2,2,NULL
497.0,497.0,2,2,500.0
498.0,498.0,2,2,550.0
499.0,499.0,2,2,NULL
501.0,501.0,2,2,1332.0
502.0,502.0,2,2,538.2
503.0,503.0,2,2,577.4
504.0,504.0,2,2,550.0
505.0,505.0,2,2,NULL
506.0,506.0,2,2,1800.0
507.0,507.0,2,2,1300.0
508.0,508.0,2,2,500.0
509.0,509.0,2,2,888.0
510.0,510.0,2,2,562.0
511.0,511.0,2,2,736.6
512.0,512.0,2,2,NULL
513.0,513.0,2,2,1282.8
514.0,514.0,2,2,666.9
516.0,516.0,2,2,1300.0
517.0,517.0,2,2,649.9
519.0,519.0,2,2,1000.0
520.0,520.0,2,2,658.0
521.0,521.0,2,2,1320.0
522.0,522.0,2,2,649.9
523.0,523.0,2,2,600.0
524.0,524.0,2,2,1100.0
525.0,525.0,2,2,415.5
526.0,526.0,2,2,1042.2
527.0,527.0,2,2,1500.0
528.0,528.0,2,2,NULL
529.0,529.0,2,2,649.9
530.0,530.0,2,2,NULL
531.0,531.0,2,2,NULL
532.0,532.0,2,2,158.0
533.0,533.0,2,2,NULL
534.0,534.0,2,2,849.6
535.0,535.0,2,2,1438.9
536.0,536.0,2,2,NULL
538.0,538.0,2,2,1200.0
540.0,540.0,2,2,1388.8
541.0,541.0,2,2,NULL
542.0,542.0,2,2,NULL
544.0,544.0,2,2,1135.2
545.0,545.0,2,2,557.2
546.0,546.0,2,2,566.4
547.0,547.0,2,2,900.0
548.0,548.0,2,2,1093.5
549.0,549.0,2,2,NULL
550.0,550.0,2,2,1093.3
552.0,552.0,2,2,1200.0
553.0,553.0,2,2,1000.0
554.0,554.0,2,2,800.0
555.0,555.0,2,2,1300.0
557.0,557.0,2,2,1520.9
558.0,558.0,2,2,1300.0
559.0,559.0,2,2,1200.0
560.0,560.0,2,2,1174.0
561.0,561.0,2,2,100.0
562.0,562.0,2,2,1257.0
564.0,564.0,2,2,1282.8
565.0,565.0,2,2,566.4
566.0,566.0,2,2,117.2
567.0,567.0,2,2,1114.5
568.0,568.0,2,2,1801.0
569.0,569.0,2,2,NULL
570.0,570.0,2,2,929.0
571.0,571.0,2,2,1084.4
572.0,572.0,2,2,1519.3
573.0,573.0,2,2,1400.0
574.0,574.0,2,2,NULL
575.0,575.0,2,2,NULL
576.0,576.0,2,2,NULL
577.0,577.0,2,2,1125.2
578.0,578.0,2,2,1330.0
580.0,580.0,2,2,500.0
581.0,581.0,2,2,1200.0
582.0,582.0,2,2,1500.0
584.0,584.0,2,2,NULL
585.0,585.0,2,2,1000.0
586.0,586.0,2,2,1440.0
587.0,587.0,2,2,1050.0
588.0,588.0,2,2,1035.0
589.0,589.0,2,2,1100.0
590.0,590.0,2,2,NULL
591.0,591.0,2,2,1006.5
592.0,592.0,2,2,NULL
593.0,593.0,2,2,690.0
594.0,594.0,2,2,NULL
595.0,595.0,2,2,1120.0
596.0,596.0,2,2,NULL
597.0,597.0,2,2,1069.0
598.0,598.0,2,2,1024.3
599.0,599.0,2,2,NULL
600.0,600.0,2,2,NULL
601.0,601.0,2,2,1200.0
602.0,602.0,2,2,1000.0
604.0,604.0,2,2,1966.0
605.0,605.0,2,2,670.0
606.0,606.0,2,2,NULL
607.0,607.0,2,2,450.0
608.0,608.0,2,2,552.4
609.0,609.0,2,2,1000.0
611.0,611.0,2,2,1061.9
612.0,612.0,2,2,1100.0
613.0,613.0,2,2,1174.2
614.0,614.0,2,2,1061.9
615.0,615.0,2,2,NULL
616.0,616.0,2,2,400.0
617.0,617.0,2,2,NULL
618.0,618.0,2,2,937.4
620.0,620.0,2,2,NULL
621.0,621.0,2,2,1520.0
624.0,624.0,2,2,837.9
625.0,625.0,2,2,1222.2
626.0,626.0,2,2,NULL
627.0,627.0,2,2,NULL
630.0,630.0,2,2,NULL
631.0,631.0,2,2,NULL
633.0,633.0,2,2,NULL
635.0,635.0,2,2,680.0
636.0,636.0,2,2,1000.0
637.0,637.0,2,2,670.0
639.0,639.0,2,2,NULL
640.0,640.0,2,2,NULL
641.0,641.0,2,2,NULL
642.0,642.0,2,2,1400.0
643.0,643.0,2,2,610.32
644.0,644.0,2,2,1133.3
645.0,645.0,2,2,1425.4
646.0,646.0,2,2,NULL
647.0,647.0,2,2,977.8
648.0,648.0,2,2,1011.0
650.0,650.0,2,2,NULL
651.0,651.0,2,2,NULL
652.0,652.0,2,2,850.0
653.0,653.0,2,2,NULL
654.0,654.0,2,2,1197.3
655.0,655.0,2,2,1344.8
656.0,656.0,2,2,NULL
658.0,658.0,2,2,NULL
659.0,659.0,2,2,1200.0
660.0,660.0,2,2,NULL
663.0,663.0,2,2,600.0
664.0,664.0,2,2,542.7
666.0,666.0,2,2,1700.0
667.0,667.0,2,2,563.0
668.0,668.0,2,2,550.0
671.0,671.0,2,2,1000.0
672.0,672.0,2,2,552.4
674.0,674.0,2,2,1410.0
675.0,675.0,2,2,1415.7
676.0,676.0,2,2,NULL
677.0,677.0,2,2,645.5
678.0,678.0,2,2,623.7
682.0,682.0,2,2,500.0
683.0,683.0,2,2,580.17
684.0,684.0,2,2,NULL
685.0,685.0,2,2,649.9
686.0,686.0,2,2,594.6
687.0,687.0,2,2,390.0
688.0,688.0,2,2,800.0
690.0,690.0,2,2,550.0
691.0,691.0,2,2,625.0
692.0,692.0,2,2,500.0
693.0,693.0,2,2,694.0
694.0,694.0,2,2,656.0
695.0,695.0,2,2,NULL
696.0,696.0,2,2,600.0
697.0,697.0,2,2,550.0
698.0,698.0,2,2,NULL
699.0,699.0,2,2,NULL
700.0,700.0,2,2,1354.0
701.0,701.0,2,2,1650.0
702.0,702.0,2,2,560.0
703.0,703.0,2,2,1000.0
704.0,704.0,2,2,649.9
705.0,705.0,2,2,650.0
706.0,706.0,2,2,534.8
707.0,707.0,2,2,1071.4
708.0,708.0,2,2,NULL
709.0,709.0,2,2,1406.8
710.0,710.0,2,2,1450.0
711.0,711.0,2,2,580.3
712.0,712.0,2,2,600.0
713.0,713.0,2,2,600.0
714.0,714.0,2,2,NULL
715.0,715.0,2,2,600.0
716.0,716.0,2,2,1000.0
718.0,718.0,2,2,NULL
719.0,719.0,2,2,NULL
720.0,720.0,2,2,429.0
722.0,722.0,2,2,1600.0
