gazetteerId,villageInnerId,categoryId,unitId,data
723.0,723.0,2,2,626.3
724.0,724.0,2,2,696.9
725.0,725.0,2,2,738.3
726.0,726.0,2,2,NULL
728.0,728.0,2,2,650.0
729.0,729.0,2,2,1000.0
731.0,731.0,2,2,350.0
732.0,732.0,2,2,1239.7
733.0,733.0,2,2,1088.0
734.0,734.0,2,2,NULL
735.0,735.0,2,2,1042.7
736.0,736.0,2,2,550.3
738.0,738.0,2,2,500.0
741.0,741.0,2,2,496.2
743.0,743.0,2,2,NULL
746.0,746.0,2,2,NULL
747.0,747.0,2,2,500.0
748.0,748.0,2,2,1222.2
749.0,749.0,2,2,925.0
750.0,750.0,2,2,1050.0
751.0,751.0,2,2,1469.4
752.0,752.0,2,2,NULL
753.0,753.0,2,2,1200.0
754.0,754.0,2,2,1000.0
755.0,755.0,2,2,1120.0
756.0,756.0,2,2,400.0
757.0,757.0,2,2,450.0
758.0,758.0,2,2,280.0
759.0,759.0,2,2,560.0
760.0,760.0,2,2,NULL
764.0,764.0,2,2,1088.0
765.0,765.0,2,2,1122.0
766.0,766.0,2,2,NULL
768.0,768.0,2,2,1246.4
770.0,770.0,2,2,2000.0
772.0,772.0,2,2,1238.0
773.0,773.0,2,2,NULL
774.0,774.0,2,2,NULL
775.0,775.0,2,2,600.0
776.0,776.0,2,2,650.3
777.0,777.0,2,2,700.0
778.0,778.0,2,2,405.0
780.0,780.0,2,2,441.8
781.0,781.0,2,2,661.3
782.0,782.0,2,2,784.0
783.0,783.0,2,2,865.4
784.0,784.0,2,2,2000.0
785.0,785.0,2,2,NULL
786.0,786.0,2,2,NULL
787.0,787.0,2,2,1164.1
789.0,789.0,2,2,1850.0
790.0,790.0,2,2,NULL
791.0,791.0,2,2,1400.0
792.0,792.0,2,2,450.0
793.0,793.0,2,2,606.4
794.0,794.0,2,2,606.4
796.0,796.0,2,2,486.0
798.0,798.0,2,2,1709.3
799.0,799.0,2,2,653.5
800.0,800.0,2,2,1757.3
801.0,801.0,2,2,1061.0
802.0,802.0,2,2,NULL
803.0,803.0,2,2,600.0
804.0,804.0,2,2,549.0
809.0,809.0,2,2,400.0
810.0,810.0,2,2,585.0
811.0,811.0,2,2,NULL
812.0,812.0,2,2,966.0
813.0,813.0,2,2,563.0
814.0,814.0,2,2,601.6
815.0,815.0,2,2,1250.0
816.0,816.0,2,2,1045.0
818.0,818.0,2,2,600.0
819.0,819.0,2,2,542.2
820.0,820.0,2,2,1300.0
822.0,822.0,2,2,822.4
823.0,823.0,2,2,1200.0
824.0,824.0,2,2,557.4
825.0,825.0,2,2,1500.0
826.0,826.0,2,2,NULL
827.0,827.0,2,2,NULL
828.0,828.0,2,2,569.8
829.0,829.0,2,2,1800.0
831.0,831.0,2,2,1060.0
832.0,832.0,2,2,510.0
835.0,835.0,2,2,544.0
839.0,839.0,2,2,1506.8
840.0,840.0,2,2,1472.9
842.0,842.0,2,2,NULL
843.0,843.0,2,2,1692.5
844.0,844.0,2,2,1000.0
846.0,846.0,2,2,400.0
847.0,847.0,2,2,500.0
849.0,849.0,2,2,NULL
852.0,852.0,2,2,NULL
853.0,853.0,2,2,NULL
854.0,854.0,2,2,1600.0
856.0,856.0,2,2,606.4
859.0,859.0,2,2,550.0
862.0,862.0,2,2,581.0
863.0,863.0,2,2,606.5
864.0,864.0,2,2,240.0
865.0,865.0,2,2,450.0
866.0,866.0,2,2,504.4
868.0,868.0,2,2,1600.0
869.0,869.0,2,2,600.0
870.0,870.0,2,2,520.0
871.0,871.0,2,2,1700.0
873.0,873.0,2,2,1400.0
875.0,875.0,2,2,922.9
876.0,876.0,2,2,679.1
878.0,878.0,2,2,878.6
879.0,879.0,2,2,1077.0
881.0,881.0,2,2,1644.6
883.0,883.0,2,2,2300.0
884.0,884.0,2,2,930.0
885.0,885.0,2,2,NULL
886.0,886.0,2,2,1500.0
887.0,887.0,2,2,1374.7
888.0,888.0,2,2,396.6
889.0,889.0,2,2,649.9
890.0,890.0,2,2,636.9
893.0,893.0,2,2,1337.0
895.0,895.0,2,2,1246.3
897.0,897.0,2,2,1570.0
899.0,899.0,2,2,1200.0
900.0,900.0,2,2,1073.2
901.0,901.0,2,2,NULL
902.0,902.0,2,2,395.0
903.0,903.0,2,2,365.0
904.0,904.0,2,2,1700.0
905.0,905.0,2,2,652.9
907.0,907.0,2,2,NULL
908.0,908.0,2,2,1700.0
909.0,909.0,2,2,597.0
910.0,910.0,2,2,900.0
911.0,911.0,2,2,NULL
913.0,913.0,2,2,738.3
914.0,914.0,2,2,525.3
915.0,915.0,2,2,580.0
916.0,916.0,2,2,1466.5
918.0,918.0,2,2,NULL
920.0,920.0,2,2,NULL
921.0,921.0,2,2,2000.0
922.0,922.0,2,2,1194.0
923.0,923.0,2,2,580.2
924.0,924.0,2,2,588.1
925.0,925.0,2,2,NULL
926.0,926.0,2,2,517.99
927.0,927.0,2,2,1220.0
929.0,929.0,2,2,550.9
930.0,930.0,2,2,601.4
931.0,931.0,2,2,577.3
934.0,934.0,2,2,504.4
935.0,935.0,2,2,573.8
936.0,936.0,2,2,1100.0
938.0,938.0,2,2,2129.0
939.0,939.0,2,2,773.1
940.0,940.0,2,2,NULL
941.0,941.0,2,2,1100.0
942.0,942.0,2,2,765.7
943.0,943.0,2,2,413.0
944.0,944.0,2,2,645.0
945.0,945.0,2,2,450.0
946.0,946.0,2,2,1000.0
947.0,947.0,2,2,NULL
949.0,949.0,2,2,633.0
950.0,950.0,2,2,645.5
951.0,951.0,2,2,510.0
952.0,952.0,2,2,NULL
953.0,953.0,2,2,1105.0
954.0,954.0,2,2,654.54
955.0,955.0,2,2,1200.0
956.0,956.0,2,2,NULL
958.0,958.0,2,2,385.0
959.0,959.0,2,2,1800.0
960.0,960.0,2,2,1600.0
961.0,961.0,2,2,503.5
962.0,962.0,2,2,1725.7
964.0,964.0,2,2,406.9
965.0,965.0,2,2,1089.0
966.0,966.0,2,2,625.7
967.0,967.0,2,2,606.1
968.0,968.0,2,2,550.0
972.0,972.0,2,2,NULL
974.0,974.0,2,2,1025.0
975.0,975.0,2,2,NULL
976.0,976.0,2,2,617.8
977.0,977.0,2,2,550.0
978.0,978.0,2,2,600.7
979.0,979.0,2,2,NULL
980.0,980.0,2,2,NULL
981.0,981.0,2,2,522.7
982.0,982.0,2,2,640.0
983.0,983.0,2,2,1133.3
984.0,984.0,2,2,1300.0
986.0,986.0,2,2,NULL
987.0,987.0,2,2,NULL
988.0,988.0,2,2,617.8
989.0,989.0,2,2,1135.1
990.0,990.0,2,2,600.0
991.0,991.0,2,2,1132.5
993.0,993.0,2,2,1700.0
994.0,994.0,2,2,1200.0
996.0,996.0,2,2,1000.0
997.0,997.0,2,2,NULL
998.0,998.0,2,2,659.2
999.0,999.0,2,2,1500.0
1000.0,1000.0,2,2,704.4
1002.0,1002.0,2,2,580.3
1003.0,1003.0,2,2,429.0
1005.0,1005.0,2,2,1280.9
1006.0,1006.0,2,2,1500.0
1007.0,1007.0,2,2,1255.1
1008.0,1008.0,2,2,500.0
1009.0,1009.0,2,2,620.0
1010.0,1010.0,2,2,636.7
1011.0,1011.0,2,2,NULL
1014.0,1014.0,2,2,1530.0
1015.0,1015.0,2,2,510.0
1016.0,1016.0,2,2,1300.0
1017.0,1017.0,2,2,1100.0
1018.0,1018.0,2,2,NULL
1019.0,1019.0,2,2,692.9
1020.0,1020.0,2,2,600.0
1022.0,1022.0,2,2,542.2
1027.0,1027.0,2,2,NULL
1031.0,1031.0,2,2,603.0
1032.0,1032.0,2,2,1154.04
1033.0,1033.0,2,2,1742.2
1036.0,1036.0,2,2,1159.1
1037.0,1037.0,2,2,NULL
1038.0,1038.0,2,2,500.0
1041.0,1041.0,2,2,NULL
1043.0,1043.0,2,2,600.7
1044.0,1044.0,2,2,1446.9
1045.0,1045.0,2,2,630.0
1046.0,1046.0,2,2,1159.1
1047.0,1047.0,2,2,439.0
1048.0,1048.0,2,2,450.0
1049.0,1049.0,2,2,1159.1
1050.0,1050.0,2,2,600.0
1051.0,1051.0,2,2,520.0
1053.0,1053.0,2,2,606.4
1055.0,1055.0,2,2,1137.8
1056.0,1056.0,2,2,1114.0
1057.0,1057.0,2,2,460.0
1058.0,1058.0,2,2,482.1
1059.0,1059.0,2,2,350.0
1060.0,1060.0,2,2,1725.7
1061.0,1061.0,2,2,NULL
1062.0,1062.0,2,2,600.0
1063.0,1063.0,2,2,460.0
1064.0,1064.0,2,2,NULL
1065.0,1065.0,2,2,504.4
1066.0,1066.0,2,2,1790.0
1067.0,1067.0,2,2,550.0
1069.0,1069.0,2,2,NULL
1070.0,1070.0,2,2,2000.0
1074.0,1074.0,2,2,NULL
1075.0,1075.0,2,2,586.7
1076.0,1076.0,2,2,616.4
1077.0,1077.0,2,2,640.0
1079.0,1079.0,2,2,640.0
1081.0,1081.0,2,2,NULL
1082.0,1082.0,2,2,704.4
1084.0,1084.0,2,2,582.3
1085.0,1085.0,2,2,NULL
1086.0,1086.0,2,2,561.2
1087.0,1087.0,2,2,460.0
1089.0,1089.0,2,2,NULL
1090.0,1090.0,2,2,700.0
1091.0,1091.0,2,2,626.08
1093.0,1093.0,2,2,773.5
1095.0,1095.0,2,2,1895.1
1096.0,1096.0,2,2,1073.0
1097.0,1097.0,2,2,650.0
1098.0,1098.0,2,2,787.8
1099.0,1099.0,2,2,1039.3
1100.0,1100.0,2,2,800.0
1101.0,1101.0,2,2,794.0
1102.0,1102.0,2,2,1112.2
1103.0,1103.0,2,2,1200.0
1104.0,1104.0,2,2,1078.9
1105.0,1105.0,2,2,1000.0
1106.0,1106.0,2,2,550.0
1107.0,1107.0,2,2,400.0
1108.0,1108.0,2,2,550.0
1109.0,1109.0,2,2,380.0
1110.0,1110.0,2,2,573.0
1112.0,1112.0,2,2,NULL
1113.0,1113.0,2,2,628.4
1114.0,1114.0,2,2,350.0
1116.0,1116.0,2,2,700.0
1117.0,1117.0,2,2,542.2
1119.0,1119.0,2,2,644.2
1120.0,1120.0,2,2,600.0
1124.0,1124.0,2,2,NULL
1125.0,1125.0,2,2,540.0
1131.0,1131.0,2,2,1100.0
1132.0,1132.0,2,2,NULL
1133.0,1133.0,2,2,469.7
1134.0,1134.0,2,2,500.0
1136.0,1136.0,2,2,1280.0
1137.0,1137.0,2,2,520.0
1138.0,1138.0,2,2,1694.1
1140.0,1140.0,2,2,599.5
1141.0,1141.0,2,2,542.7
1142.0,1142.0,2,2,400.0
1143.0,1143.0,2,2,634.6
1145.0,1145.0,2,2,500.0
1146.0,1146.0,2,2,567.1
1148.0,1148.0,2,2,624.0
1151.0,1151.0,2,2,900.0
1154.0,1154.0,2,2,636.7
1155.0,1155.0,2,2,632.2
1156.0,1156.0,2,2,1400.0
1158.0,1158.0,2,2,NULL
1159.0,1159.0,2,2,580.0
1160.0,1160.0,2,2,1600.0
1161.0,1161.0,2,2,NULL
1163.0,1163.0,2,2,NULL
1164.0,1164.0,2,2,1300.0
1165.0,1165.0,2,2,1150.0
1166.0,1166.0,2,2,1346.7
1167.0,1167.0,2,2,NULL
1168.0,1168.0,2,2,1480.6
1169.0,1169.0,2,2,1655.3
1170.0,1170.0,2,2,NULL
1171.0,1171.0,2,2,638.2
1172.0,1172.0,2,2,1398.6
1173.0,1173.0,2,2,NULL
1175.0,1175.0,2,2,1150.0
1176.0,1176.0,2,2,559.6
1177.0,1177.0,2,2,679.4
1178.0,1178.0,2,2,600.0
1179.0,1179.0,2,2,NULL
1180.0,1180.0,2,2,687.4
1181.0,1181.0,2,2,NULL
1182.0,1182.0,2,2,553.2
1183.0,1183.0,2,2,400.0
1185.0,1185.0,2,2,555.0
1187.0,1187.0,2,2,698.6
1188.0,1188.0,2,2,583.2
1191.0,1191.0,2,2,NULL
1192.0,1192.0,2,2,500.0
1195.0,1195.0,2,2,1250.0
1196.0,1196.0,2,2,NULL
1197.0,1197.0,2,2,606.4
1198.0,1198.0,2,2,606.4
1199.0,1199.0,2,2,644.2
1200.0,1200.0,2,2,600.0
1201.0,1201.0,2,2,NULL
1202.0,1202.0,2,2,552.4
1203.0,1203.0,2,2,1250.0
1205.0,1205.0,2,2,440.0
1206.0,1206.0,2,2,1300.0
1208.0,1208.0,2,2,901.0
1209.0,1209.0,2,2,551.7
1210.0,1210.0,2,2,NULL
1213.0,1213.0,2,2,615.1
1214.0,1214.0,2,2,NULL
1215.0,1215.0,2,2,NULL
1216.0,1216.0,2,2,1868.0
1218.0,1218.0,2,2,1000.0
1219.0,1219.0,2,2,960.0
1220.0,1220.0,2,2,1178.6
1221.0,1221.0,2,2,NULL
1222.0,1222.0,2,2,640.0
1223.0,1223.0,2,2,1160.0
1224.0,1224.0,2,2,606.5
1225.0,1225.0,2,2,650.0
1228.0,1228.0,2,2,486.2
1230.0,1230.0,2,2,549.5
1231.0,1231.0,2,2,1395.0
1233.0,1233.0,2,2,665.0
1234.0,1234.0,2,2,1000.0
1235.0,1235.0,2,2,1363.3
1236.0,1236.0,2,2,632.0
1238.0,1238.0,2,2,NULL
1239.0,1239.0,2,2,572.4
1240.0,1240.0,2,2,195.0
1241.0,1241.0,2,2,1079.0
1245.0,1245.0,2,2,1771.0
1246.0,1246.0,2,2,817.7
1247.0,1247.0,2,2,1300.0
1248.0,1248.0,2,2,488.0
1249.0,1249.0,2,2,1400.0
1251.0,1251.0,2,2,578.3
1252.0,1252.0,2,2,1000.0
1254.0,1254.0,2,2,2015.2
1255.0,1255.0,2,2,600.0
1256.0,1256.0,2,2,1700.0
1257.0,1257.0,2,2,684.8
1258.0,1258.0,2,2,449.0
1259.0,1259.0,2,2,195.0
1261.0,1261.0,2,2,1000.0
1262.0,1262.0,2,2,925.4
1264.0,1264.0,2,2,1649.0
1267.0,1267.0,2,2,1260.4
1268.0,1268.0,2,2,1559.0
1269.0,1269.0,2,2,NULL
1271.0,1271.0,2,2,1604.0
1272.0,1272.0,2,2,1250.0
1277.0,1277.0,2,2,660.0
1278.0,1278.0,2,2,868.5
1279.0,1279.0,2,2,670.0
1280.0,1280.0,2,2,593.8
1281.0,1281.0,2,2,1363.3
1282.0,1282.0,2,2,2208.1
1284.0,1284.0,2,2,1500.0
1285.0,1285.0,2,2,674.7
1286.0,1286.0,2,2,660.4
1288.0,1288.0,2,2,145.8
1289.0,1289.0,2,2,1586.4
1292.0,1292.0,2,2,510.9
1293.0,1293.0,2,2,621.1
1295.0,1295.0,2,2,709.0
1299.0,1299.0,2,2,569.4
1300.0,1300.0,2,2,NULL
1302.0,1302.0,2,2,614.2
1303.0,1303.0,2,2,599.5
1304.0,1304.0,2,2,606.1
1308.0,1308.0,2,2,642.8
1309.0,1309.0,2,2,2000.0
1311.0,1311.0,2,2,553.9
1312.0,1312.0,2,2,831.5
1313.0,1313.0,2,2,716.4
1314.0,1314.0,2,2,850.0
1315.0,1315.0,2,2,583.0
1317.0,1317.0,2,2,679.4
1318.0,1318.0,2,2,744.5
1319.0,1319.0,2,2,586.4
1320.0,1320.0,2,2,NULL
1321.0,1321.0,2,2,1944.7
1322.0,1322.0,2,2,1701.4
1324.0,1324.0,2,2,300.0
1325.0,1325.0,2,2,647.0
1326.0,1326.0,2,2,502.5
1329.0,1329.0,2,2,1700.0
1330.0,1330.0,2,2,NULL
1331.0,1331.0,2,2,NULL
1332.0,1332.0,2,2,500.0
1333.0,1333.0,2,2,1670.0
1334.0,1334.0,2,2,617.8
1335.0,1335.0,2,2,778.7
1337.0,1337.0,2,2,649.9
1338.0,1338.0,2,2,704.33
1339.0,1339.0,2,2,NULL
1340.0,1340.0,2,2,800.0
1341.0,1341.0,2,2,582.3
1342.0,1342.0,2,2,561.1
1343.0,1343.0,2,2,560.0
1344.0,1344.0,2,2,525.4
1345.0,1345.0,2,2,NULL
1349.0,1349.0,2,2,NULL
1350.0,1350.0,2,2,569.4
1351.0,1351.0,2,2,1983.0
1352.0,1352.0,2,2,NULL
1354.0,1354.0,2,2,1450.0
1355.0,1355.0,2,2,2089.0
1356.0,1356.0,2,2,NULL
1358.0,1358.0,2,2,600.0
1359.0,1359.0,2,2,500.0
1360.0,1360.0,2,2,569.8
1362.0,1362.0,2,2,550.0
1365.0,1365.0,2,2,634.4
1368.0,1368.0,2,2,NULL
1370.0,1370.0,2,2,580.0
1371.0,1371.0,2,2,600.0
1373.0,1373.0,2,2,600.0
1374.0,1374.0,2,2,600.0
1375.0,1375.0,2,2,556.4
1376.0,1376.0,2,2,804.3
1377.0,1377.0,2,2,1174.2
1378.0,1378.0,2,2,600.0
1381.0,1381.0,2,2,830.0
1382.0,1382.0,2,2,550.0
1383.0,1383.0,2,2,650.0
1385.0,1385.0,2,2,922.5
1386.0,1386.0,2,2,1092.8
1391.0,1391.0,2,2,1127.5
1392.0,1392.0,2,2,1090.6
1394.0,1394.0,2,2,500.0
1395.0,1395.0,2,2,569.4
1396.0,1396.0,2,2,636.7
1398.0,1398.0,2,2,550.0
1399.0,1399.0,2,2,542.2
1400.0,1400.0,2,2,522.4
1403.0,1403.0,2,2,700.0
1404.0,1404.0,2,2,1070.0
1405.0,1405.0,2,2,1040.0
1408.0,1408.0,2,2,560.0
1409.0,1409.0,2,2,NULL
1411.0,1411.0,2,2,NULL
1.0,1.0,1,3,NULL
3.0,3.0,1,3,1225.0
4.0,4.0,1,3,NULL
5.0,5.0,1,3,NULL
6.0,6.0,1,3,61.0
7.0,7.0,1,3,NULL
8.0,8.0,1,3,1600.0
9.0,9.0,1,3,NULL
10.0,10.0,1,3,NULL
11.0,11.0,1,3,NULL
12.0,12.0,1,3,NULL
13.0,13.0,1,3,NULL
14.0,14.0,1,3,NULL
16.0,16.0,1,3,NULL
17.0,17.0,1,3,34.3
18.0,18.0,1,3,NULL
19.0,19.0,1,3,NULL
20.0,20.0,1,3,NULL
21.0,21.0,1,3,NULL
22.0,22.0,1,3,NULL
23.0,23.0,1,3,128.0
24.0,24.0,1,3,NULL
26.0,26.0,1,3,NULL
29.0,29.0,1,3,NULL
30.0,30.0,1,3,1350.0
31.0,31.0,1,3,NULL
32.0,32.0,1,3,NULL
34.0,34.0,1,3,NULL
35.0,35.0,1,3,NULL
36.0,36.0,1,3,NULL
37.0,37.0,1,3,NULL
40.0,40.0,1,3,NULL
41.0,41.0,1,3,33.0
42.0,42.0,1,3,NULL
44.0,44.0,1,3,53.0
45.0,45.0,1,3,1357.0
47.0,47.0,1,3,NULL
48.0,48.0,1,3,88.5
49.0,49.0,1,3,20.0
52.0,52.0,1,3,NULL
53.0,53.0,1,3,4.5
54.0,54.0,1,3,NULL
56.0,56.0,1,3,NULL
58.0,58.0,1,3,NULL
59.0,59.0,1,3,NULL
61.0,61.0,1,3,NULL
62.0,62.0,1,3,22.0
63.0,63.0,1,3,680.0
64.0,64.0,1,3,43.0
67.0,67.0,1,3,NULL
69.0,69.0,1,3,375.0
70.0,70.0,1,3,NULL
71.0,71.0,1,3,NULL
72.0,72.0,1,3,NULL
74.0,74.0,1,3,NULL
75.0,75.0,1,3,NULL
76.0,76.0,1,3,20.9
77.0,77.0,1,3,NULL
78.0,78.0,1,3,NULL
80.0,80.0,1,3,NULL
82.0,82.0,1,3,NULL
83.0,83.0,1,3,NULL
84.0,84.0,1,3,NULL
85.0,85.0,1,3,NULL
87.0,87.0,1,3,NULL
88.0,88.0,1,3,3.5
91.0,91.0,1,3,1887.0
92.0,92.0,1,3,NULL
93.0,93.0,1,3,NULL
94.0,94.0,1,3,NULL
95.0,95.0,1,3,NULL
96.0,96.0,1,3,NULL
97.0,97.0,1,3,NULL
98.0,98.0,1,3,1894.0
99.0,99.0,1,3,2040.0
100.0,100.0,1,3,1748.0
113.0,113.0,1,3,1757.0
115.0,115.0,1,3,NULL
116.0,116.0,1,3,NULL
117.0,117.0,1,3,117.8
119.0,119.0,1,3,650.0
121.0,121.0,1,3,NULL
123.0,123.0,1,3,NULL
124.0,124.0,1,3,2200.0
125.0,125.0,1,3,NULL
126.0,126.0,1,3,NULL
127.0,127.0,1,3,NULL
128.0,128.0,1,3,NULL
129.0,129.0,1,3,1940.0
130.0,130.0,1,3,2920.0
134.0,134.0,1,3,NULL
135.0,135.0,1,3,NULL
136.0,136.0,1,3,NULL
137.0,137.0,1,3,NULL
138.0,138.0,1,3,680.0
139.0,139.0,1,3,NULL
140.0,140.0,1,3,450.0
141.0,141.0,1,3,NULL
142.0,142.0,1,3,1122.0
144.0,144.0,1,3,NULL
145.0,145.0,1,3,NULL
146.0,146.0,1,3,545.0
148.0,148.0,1,3,1063.0
149.0,149.0,1,3,NULL
150.0,150.0,1,3,NULL
151.0,151.0,1,3,NULL
152.0,152.0,1,3,15.0
153.0,153.0,1,3,NULL
154.0,154.0,1,3,NULL
156.0,156.0,1,3,NULL
157.0,157.0,1,3,NULL
158.0,158.0,1,3,NULL
159.0,159.0,1,3,491.0
160.0,160.0,1,3,2200.0
161.0,161.0,1,3,420.0
162.0,162.0,1,3,NULL
164.0,164.0,1,3,NULL
166.0,166.0,1,3,4.0
169.0,169.0,1,3,NULL
170.0,170.0,1,3,2340.0
171.0,171.0,1,3,NULL
172.0,172.0,1,3,1334.5
173.0,173.0,1,3,NULL
174.0,174.0,1,3,NULL
176.0,176.0,1,3,1763.0
177.0,177.0,1,3,1890.0
178.0,178.0,1,3,5.0
180.0,180.0,1,3,418.0
185.0,185.0,1,3,NULL
186.0,186.0,1,3,NULL
187.0,187.0,1,3,NULL
189.0,189.0,1,3,NULL
190.0,190.0,1,3,NULL
191.0,191.0,1,3,NULL
193.0,193.0,1,3,NULL
195.0,195.0,1,3,2096.0
196.0,196.0,1,3,NULL
197.0,197.0,1,3,NULL
198.0,198.0,1,3,NULL
199.0,199.0,1,3,2.42
200.0,200.0,1,3,500.0
201.0,201.0,1,3,NULL
203.0,203.0,1,3,NULL
204.0,204.0,1,3,NULL
205.0,205.0,1,3,NULL
206.0,206.0,1,3,NULL
207.0,207.0,1,3,NULL
208.0,208.0,1,3,NULL
209.0,209.0,1,3,1887.0
210.0,210.0,1,3,1732.0
211.0,211.0,1,3,1840.0
212.0,212.0,1,3,550.0
213.0,213.0,1,3,510.8
214.0,214.0,1,3,1887.0
215.0,215.0,1,3,1800.0
216.0,216.0,1,3,673.0
217.0,217.0,1,3,496.0
218.0,218.0,1,3,NULL
219.0,219.0,1,3,2300.0
220.0,220.0,1,3,1209.0
221.0,221.0,1,3,4.5
222.0,222.0,1,3,NULL
223.0,223.0,1,3,1774.3
224.0,224.0,1,3,92.0
226.0,226.0,1,3,1974.0
227.0,227.0,1,3,NULL
228.0,228.0,1,3,NULL
229.0,229.0,1,3,1951.0
230.0,230.0,1,3,NULL
231.0,231.0,1,3,4.3
232.0,232.0,1,3,40.0
233.0,233.0,1,3,NULL
234.0,234.0,1,3,NULL
235.0,235.0,1,3,NULL
236.0,236.0,1,3,35.0
238.0,238.0,1,3,NULL
239.0,239.0,1,3,NULL
243.0,243.0,1,3,49.8
244.0,244.0,1,3,NULL
245.0,245.0,1,3,NULL
248.0,248.0,1,3,20.3
249.0,249.0,1,3,NULL
251.0,251.0,1,3,2300.0
252.0,252.0,1,3,NULL
253.0,253.0,1,3,NULL
254.0,254.0,1,3,NULL
256.0,256.0,1,3,151.0
257.0,257.0,1,3,NULL
258.0,258.0,1,3,1894.0
259.0,259.0,1,3,2400.0
261.0,261.0,1,3,1240.0
262.0,262.0,1,3,NULL
263.0,263.0,1,3,31.0
264.0,264.0,1,3,NULL
265.0,265.0,1,3,NULL
267.0,267.0,1,3,389.3
268.0,268.0,1,3,NULL
270.0,270.0,1,3,NULL
271.0,271.0,1,3,NULL
272.0,272.0,1,3,NULL
274.0,274.0,1,3,NULL
275.0,275.0,1,3,NULL
276.0,276.0,1,3,NULL
277.0,277.0,1,3,NULL
278.0,278.0,1,3,NULL
279.0,279.0,1,3,NULL
280.0,280.0,1,3,57.0
281.0,281.0,1,3,492.0
283.0,283.0,1,3,NULL
286.0,286.0,1,3,NULL
287.0,287.0,1,3,NULL
289.0,289.0,1,3,NULL
291.0,291.0,1,3,NULL
292.0,292.0,1,3,NULL
293.0,293.0,1,3,NULL
294.0,294.0,1,3,NULL
297.0,297.0,1,3,350.0
299.0,299.0,1,3,NULL
300.0,300.0,1,3,49.0
302.0,302.0,1,3,NULL
303.0,303.0,1,3,NULL
304.0,304.0,1,3,NULL
305.0,305.0,1,3,NULL
306.0,306.0,1,3,458.0
307.0,307.0,1,3,NULL
309.0,309.0,1,3,NULL
310.0,310.0,1,3,NULL
313.0,313.0,1,3,NULL
314.0,314.0,1,3,NULL
315.0,315.0,1,3,NULL
316.0,316.0,1,3,NULL
317.0,317.0,1,3,45.0
319.0,319.0,1,3,1192.0
321.0,321.0,1,3,NULL
322.0,322.0,1,3,220.0
323.0,323.0,1,3,NULL
325.0,325.0,1,3,600.0
327.0,327.0,1,3,NULL
329.0,329.0,1,3,NULL
330.0,330.0,1,3,NULL
333.0,333.0,1,3,369.0
335.0,335.0,1,3,NULL
336.0,336.0,1,3,NULL
337.0,337.0,1,3,NULL
338.0,338.0,1,3,100.0
340.0,340.0,1,3,NULL
341.0,341.0,1,3,NULL
342.0,342.0,1,3,NULL
343.0,343.0,1,3,750.0
344.0,344.0,1,3,NULL
346.0,346.0,1,3,NULL
347.0,347.0,1,3,33.0
348.0,348.0,1,3,100.0
349.0,349.0,1,3,NULL
350.0,350.0,1,3,NULL
351.0,351.0,1,3,NULL
352.0,352.0,1,3,29.0
353.0,353.0,1,3,763.0
354.0,354.0,1,3,NULL
355.0,355.0,1,3,200.0
356.0,356.0,1,3,430.0
357.0,357.0,1,3,722.0
358.0,358.0,1,3,NULL
359.0,359.0,1,3,100.0
360.0,360.0,1,3,NULL
361.0,361.0,1,3,NULL
363.0,363.0,1,3,NULL
365.0,365.0,1,3,NULL
366.0,366.0,1,3,NULL
367.0,367.0,1,3,NULL
368.0,368.0,1,3,NULL
369.0,369.0,1,3,69.0
370.0,370.0,1,3,NULL
371.0,371.0,1,3,NULL
372.0,372.0,1,3,347.0
