gazetteerId_村志代码,villageInnerId_村庄内部代码,categoryId_类别代码,unitId_单位代码,data_数据
514,514,3,1,12.4
516,516,1,3,61
516,516,2,2,1300
516,516,3,1,15
517,517,1,3,NULL
517,517,2,2,649.9
517,517,3,1,14.2
519,519,1,3,1330
519,519,2,2,1000
519,519,3,1,13.2
520,520,1,3,NULL
520,520,2,2,658
520,520,3,1,10.25
521,521,1,3,NULL
521,521,2,2,1320
521,521,3,1,21
522,522,1,3,NULL
522,522,2,2,649.9
522,522,3,1,14.2
523,523,1,3,NULL
523,523,2,2,600
523,523,3,1,-2
524,524,1,3,1111
524,524,2,2,1100
524,524,3,1,17
525,525,1,3,NULL
525,525,2,2,415.5
525,525,3,1,3.4
526,526,1,3,600
526,526,2,2,1042.2
526,526,3,1,18.2
527,527,1,3,NULL
527,527,2,2,1500
527,527,3,1,18
528,528,1,3,500
528,528,2,2,NULL
528,528,3,1,NULL
529,529,1,3,NULL
529,529,2,2,649.9
529,529,3,1,14.2
530,530,1,3,NULL
530,530,2,2,NULL
530,530,3,1,19.5
531,531,1,3,NULL
531,531,2,2,NULL
531,531,3,1,17
532,532,1,3,NULL
532,532,2,2,158
532,532,3,1,16
533,533,1,3,NULL
533,533,2,2,NULL
533,533,3,1,16.1
534,534,1,3,NULL
534,534,2,2,849.6
534,534,3,1,14.8
535,535,1,3,1658
535,535,2,2,1438.9
535,535,3,1,14
536,536,1,3,6
536,536,2,2,NULL
536,536,3,1,12
538,538,1,3,NULL
538,538,2,2,1200
538,538,3,1,15
540,540,1,3,60
540,540,2,2,1388.8
540,540,3,1,17.2
541,541,1,3,470
541,541,2,2,NULL
541,541,3,1,16.1
542,542,1,3,1100
542,542,2,2,NULL
542,542,3,1,17
544,544,1,3,NULL
544,544,2,2,1135.2
544,544,3,1,16
545,545,1,3,2.5
545,545,2,2,557.2
545,545,3,1,NULL
546,546,1,3,2.5
546,546,2,2,566.4
546,546,3,1,11.6
547,547,1,3,450
547,547,2,2,900
547,547,3,1,16
548,548,1,3,NULL
548,548,2,2,1093.5
548,548,3,1,NULL
549,549,1,3,400
549,549,2,2,NULL
549,549,3,1,NULL
550,550,1,3,420
550,550,2,2,1093.3
550,550,3,1,16.4
552,552,1,3,600
552,552,2,2,1200
552,552,3,1,16
553,553,1,3,NULL
553,553,2,2,1000
553,553,3,1,22
554,554,1,3,NULL
554,554,2,2,800
554,554,3,1,14.4
555,555,1,3,NULL
555,555,2,2,1300
555,555,3,1,17
557,557,1,3,21
557,557,2,2,1520.9
557,557,3,1,17.45
558,558,1,3,NULL
558,558,2,2,1300
558,558,3,1,16.7
559,559,1,3,86
559,559,2,2,1200
559,559,3,1,16.8
560,560,1,3,NULL
560,560,2,2,1174
560,560,3,1,14.7
561,561,1,3,1100
561,561,2,2,100
561,561,3,1,NULL
562,562,1,3,4
562,562,2,2,1257
562,562,3,1,16.3
564,564,1,3,NULL
564,564,2,2,1282.8
564,564,3,1,17
565,565,1,3,NULL
565,565,2,2,566.4
565,565,3,1,11.6
566,566,1,3,NULL
566,566,2,2,117.2
566,566,3,1,7.6
567,567,1,3,105.45
567,567,2,2,1114.5
567,567,3,1,16.9
568,568,1,3,NULL
568,568,2,2,1801
568,568,3,1,23.7
569,569,1,3,NULL
569,569,2,2,NULL
569,569,3,1,16.4
570,570,1,3,NULL
570,570,2,2,929
570,570,3,1,16.8
571,571,1,3,NULL
571,571,2,2,1084.4
571,571,3,1,15.1
572,572,1,3,320
572,572,2,2,1519.3
572,572,3,1,15.8
573,573,1,3,NULL
573,573,2,2,1400
573,573,3,1,18
574,574,1,3,NULL
574,574,2,2,NULL
574,574,3,1,16
575,575,1,3,1220
575,575,2,2,NULL
575,575,3,1,NULL
576,576,1,3,1165
576,576,2,2,NULL
576,576,3,1,NULL
577,577,1,3,NULL
577,577,2,2,1125.2
577,577,3,1,16.5
578,578,1,3,NULL
578,578,2,2,1330
578,578,3,1,17
580,580,1,3,NULL
580,580,2,2,500
580,580,3,1,12
581,581,1,3,300
581,581,2,2,1200
581,581,3,1,16
582,582,1,3,NULL
582,582,2,2,1500
582,582,3,1,13
584,584,1,3,NULL
584,584,2,2,NULL
584,584,3,1,19
585,585,1,3,700
585,585,2,2,1000
585,585,3,1,20
586,586,1,3,NULL
586,586,2,2,1440
586,586,3,1,16.3
587,587,1,3,348
587,587,2,2,1050
587,587,3,1,17.4
588,588,1,3,249
588,588,2,2,1035
588,588,3,1,18.1
589,589,1,3,357
589,589,2,2,1100
589,589,3,1,17.1
590,590,1,3,NULL
590,590,2,2,NULL
590,590,3,1,17.2
591,591,1,3,1959
591,591,2,2,1006.5
591,591,3,1,15.45
592,592,1,3,1888.8
592,592,2,2,NULL
592,592,3,1,NULL
593,593,1,3,NULL
593,593,2,2,690
593,593,3,1,14
594,594,1,3,2233
594,594,2,2,NULL
594,594,3,1,12.3
595,595,1,3,1894
595,595,2,2,1120
595,595,3,1,15
596,596,1,3,1886.3
596,596,2,2,NULL
596,596,3,1,NULL
597,597,1,3,362.1
597,597,2,2,1069
597,597,3,1,17.1
598,598,1,3,374
598,598,2,2,1024.3
598,598,3,1,17.2
599,599,1,3,NULL
599,599,2,2,NULL
599,599,3,1,17
600,600,1,3,NULL
600,600,2,2,NULL
600,600,3,1,17
601,601,1,3,NULL
601,601,2,2,1200
601,601,3,1,16.3
602,602,1,3,NULL
602,602,2,2,1000
602,602,3,1,16
604,604,1,3,1256
604,604,2,2,1966
604,604,3,1,16.6
605,605,1,3,NULL
605,605,2,2,670
605,605,3,1,NULL
606,606,1,3,18
606,606,2,2,NULL
606,606,3,1,NULL
607,607,1,3,NULL
607,607,2,2,450
607,607,3,1,10
608,608,1,3,NULL
608,608,2,2,552.4
608,608,3,1,10
609,609,1,3,NULL
609,609,2,2,1000
609,609,3,1,15.5
611,611,1,3,NULL
611,611,2,2,1061.9
611,611,3,1,15.5
612,612,1,3,NULL
612,612,2,2,1100
612,612,3,1,14.5
613,613,1,3,NULL
613,613,2,2,1174.2
613,613,3,1,15.1
614,614,1,3,NULL
614,614,2,2,1061.9
614,614,3,1,NULL
615,615,1,3,NULL
615,615,2,2,NULL
615,615,3,1,7
616,616,1,3,989
616,616,2,2,400
616,616,3,1,7.5
617,617,1,3,900
617,617,2,2,NULL
617,617,3,1,9
618,618,1,3,NULL
618,618,2,2,937.4
618,618,3,1,14.4
620,620,1,3,NULL
620,620,2,2,NULL
620,620,3,1,16
621,621,1,3,171
621,621,2,2,1520
621,621,3,1,15.8
624,624,1,3,NULL
624,624,2,2,837.9
624,624,3,1,9
625,625,1,3,NULL
625,625,2,2,1222.2
625,625,3,1,NULL
626,626,1,3,NULL
626,626,2,2,NULL
626,626,3,1,17.8
627,627,1,3,NULL
627,627,2,2,NULL
627,627,3,1,NULL
630,630,1,3,3
630,630,2,2,NULL
630,630,3,1,NULL
631,631,1,3,44.8
631,631,2,2,NULL
631,631,3,1,NULL
633,633,1,3,4
633,633,2,2,NULL
633,633,3,1,NULL
635,635,1,3,NULL
635,635,2,2,680
635,635,3,1,13.5
636,636,1,3,NULL
636,636,2,2,1000
636,636,3,1,17
637,637,1,3,434
637,637,2,2,670
637,637,3,1,13.3
639,639,1,3,NULL
639,639,2,2,NULL
639,639,3,1,10
640,640,1,3,803
640,640,2,2,NULL
640,640,3,1,NULL
641,641,1,3,NULL
641,641,2,2,NULL
641,641,3,1,15.5
642,642,1,3,NULL
642,642,2,2,1400
642,642,3,1,20
643,643,1,3,NULL
643,643,2,2,610.32
643,643,3,1,12.98
644,644,1,3,NULL
644,644,2,2,1133.3
644,644,3,1,16.1
645,645,1,3,NULL
645,645,2,2,1425.4
645,645,3,1,14.7
646,646,1,3,2415.9
646,646,2,2,NULL
646,646,3,1,12.6
647,647,1,3,NULL
647,647,2,2,977.8
647,647,3,1,15
648,648,1,3,NULL
648,648,2,2,1011
648,648,3,1,14.5
650,650,1,3,1891.5
650,650,2,2,NULL
650,650,3,1,16.5
651,651,1,3,1881
651,651,2,2,NULL
651,651,3,1,NULL
652,652,1,3,NULL
652,652,2,2,850
652,652,3,1,22
653,653,1,3,95
653,653,2,2,NULL
653,653,3,1,17.5
654,654,1,3,NULL
654,654,2,2,1197.3
654,654,3,1,14.5
655,655,1,3,3
655,655,2,2,1344.8
655,655,3,1,16
656,656,1,3,10
656,656,2,2,NULL
656,656,3,1,11.5
658,658,1,3,NULL
658,658,2,2,NULL
658,658,3,1,16.5
659,659,1,3,NULL
659,659,2,2,1200
659,659,3,1,18.2
660,660,1,3,1896
660,660,2,2,NULL
660,660,3,1,14.7
663,663,1,3,80
663,663,2,2,600
663,663,3,1,12.9
664,664,1,3,58
664,664,2,2,542.7
664,664,3,1,NULL
666,666,1,3,NULL
666,666,2,2,1700
666,666,3,1,16.7
667,667,1,3,1156.5
667,667,2,2,563
667,667,3,1,6.7
668,668,1,3,NULL
668,668,2,2,550
668,668,3,1,13.3
671,671,1,3,NULL
671,671,2,2,1000
671,671,3,1,7
672,672,1,3,NULL
672,672,2,2,552.4
672,672,3,1,NULL
674,674,1,3,NULL
674,674,2,2,1410
674,674,3,1,16.1
675,675,1,3,NULL
675,675,2,2,1415.7
675,675,3,1,19.1
676,676,1,3,497
676,676,2,2,NULL
676,676,3,1,NULL
677,677,1,3,NULL
677,677,2,2,645.5
677,677,3,1,13.4
678,678,1,3,NULL
678,678,2,2,623.7
678,678,3,1,13.4
682,682,1,3,1200
682,682,2,2,500
682,682,3,1,NULL
683,683,1,3,NULL
683,683,2,2,580.17
683,683,3,1,NULL
684,684,1,3,20
684,684,2,2,NULL
684,684,3,1,13
685,685,1,3,90
685,685,2,2,649.9
685,685,3,1,14.2
686,686,1,3,115
686,686,2,2,594.6
686,686,3,1,14.4
687,687,1,3,1100
687,687,2,2,390
687,687,3,1,8.6
688,688,1,3,NULL
688,688,2,2,800
688,688,3,1,NULL
690,690,1,3,NULL
690,690,2,2,550
690,690,3,1,10.3
691,691,1,3,30
691,691,2,2,625
691,691,3,1,11.5
692,692,1,3,400
692,692,2,2,500
692,692,3,1,6.6
693,693,1,3,400
693,693,2,2,694
693,693,3,1,12.8
694,694,1,3,NULL
694,694,2,2,656
694,694,3,1,13.2
695,695,1,3,25.4
695,695,2,2,NULL
695,695,3,1,11.3
696,696,1,3,NULL
696,696,2,2,600
696,696,3,1,11.9
697,697,1,3,NULL
697,697,2,2,550
697,697,3,1,NULL
698,698,1,3,418
698,698,2,2,NULL
698,698,3,1,NULL
699,699,1,3,300
699,699,2,2,NULL
699,699,3,1,14.5
700,700,1,3,NULL
700,700,2,2,1354
700,700,3,1,15.5
701,701,1,3,400
701,701,2,2,1650
701,701,3,1,18
702,702,1,3,NULL
702,702,2,2,560
702,702,3,1,12
703,703,1,3,NULL
703,703,2,2,1000
703,703,3,1,15.5
704,704,1,3,NULL
704,704,2,2,649.9
704,704,3,1,14.2
705,705,1,3,NULL
705,705,2,2,650
705,705,3,1,NULL
706,706,1,3,NULL
706,706,2,2,534.8
706,706,3,1,13
707,707,1,3,7.2
707,707,2,2,1071.4
707,707,3,1,15.4
708,708,1,3,NULL
708,708,2,2,NULL
708,708,3,1,15.1
709,709,1,3,NULL
709,709,2,2,1406.8
709,709,3,1,16.1
710,710,1,3,NULL
710,710,2,2,1450
710,710,3,1,16.3
711,711,1,3,52.5
711,711,2,2,580.3
711,711,3,1,13.4
712,712,1,3,NULL
712,712,2,2,600
712,712,3,1,11.3
713,713,1,3,NULL
713,713,2,2,600
713,713,3,1,11.8
714,714,1,3,NULL
714,714,2,2,NULL
714,714,3,1,19.7
715,715,1,3,27.9
715,715,2,2,600
715,715,3,1,11.8
716,716,1,3,NULL
716,716,2,2,1000
716,716,3,1,20
718,718,1,3,160
718,718,2,2,NULL
718,718,3,1,NULL
719,719,1,3,4
719,719,2,2,NULL
719,719,3,1,NULL
720,720,1,3,913
720,720,2,2,429
720,720,3,1,9.1
722,722,1,3,NULL
722,722,2,2,1600
722,722,3,1,16.9
723,723,1,3,NULL
723,723,2,2,626.3
723,723,3,1,13.8
724,724,1,3,758
724,724,2,2,696.9
724,724,3,1,13
725,725,1,3,NULL
725,725,2,2,738.3
725,725,3,1,11
726,726,1,3,140
726,726,2,2,NULL
726,726,3,1,NULL
728,728,1,3,NULL
728,728,2,2,650
728,728,3,1,13.8
729,729,1,3,NULL
729,729,2,2,1000
729,729,3,1,15.5
731,731,1,3,NULL
731,731,2,2,350
731,731,3,1,9
732,732,1,3,NULL
732,732,2,2,1239.7
732,732,3,1,18.4
733,733,1,3,4
733,733,2,2,1088
733,733,3,1,15
734,734,1,3,1460
734,734,2,2,NULL
734,734,3,1,20
735,735,1,3,5.3
735,735,2,2,1042.7
735,735,3,1,15.2
736,736,1,3,64
736,736,2,2,550.3
736,736,3,1,11.8
738,738,1,3,760
738,738,2,2,500
738,738,3,1,10
741,741,1,3,NULL
741,741,2,2,496.2
741,741,3,1,13.3
743,743,1,3,74.2
743,743,2,2,NULL
743,743,3,1,NULL
746,746,1,3,NULL
746,746,2,2,NULL
746,746,3,1,20
747,747,1,3,NULL
747,747,2,2,500
747,747,3,1,NULL
748,748,1,3,NULL
748,748,2,2,1222.2
748,748,3,1,16.8
749,749,1,3,1780
749,749,2,2,925
749,749,3,1,15.3
750,750,1,3,500
750,750,2,2,1050
750,750,3,1,18
751,751,1,3,NULL
751,751,2,2,1469.4
751,751,3,1,13.8
752,752,1,3,285
752,752,2,2,NULL
752,752,3,1,NULL
753,753,1,3,NULL
753,753,2,2,1200
753,753,3,1,16.6
754,754,1,3,1868
754,754,2,2,1000
754,754,3,1,14.8
755,755,1,3,NULL
755,755,2,2,1120
755,755,3,1,16
756,756,1,3,NULL
756,756,2,2,400
756,756,3,1,12
757,757,1,3,682
757,757,2,2,450
757,757,3,1,11.4
758,758,1,3,NULL
758,758,2,2,280
758,758,3,1,9
759,759,1,3,500
759,759,2,2,560
759,759,3,1,NULL
760,760,1,3,1889
760,760,2,2,NULL
760,760,3,1,NULL
764,764,1,3,2.5
764,764,2,2,1088
764,764,3,1,15.5
765,765,1,3,NULL
765,765,2,2,1122
765,765,3,1,16.6
766,766,1,3,4.5
766,766,2,2,NULL
766,766,3,1,15
768,768,1,3,NULL
768,768,2,2,1246.4
768,768,3,1,17
770,770,1,3,NULL
770,770,2,2,2000
770,770,3,1,21.8
772,772,1,3,4.5
772,772,2,2,1238
772,772,3,1,16
773,773,1,3,630
773,773,2,2,NULL
773,773,3,1,NULL
774,774,1,3,37
774,774,2,2,NULL
774,774,3,1,NULL
775,775,1,3,37.3
775,775,2,2,600
775,775,3,1,12
776,776,1,3,NULL
776,776,2,2,650.3
776,776,3,1,NULL
777,777,1,3,NULL
777,777,2,2,700
777,777,3,1,12.5
778,778,1,3,900
778,778,2,2,405
778,778,3,1,9.7
780,780,1,3,NULL
780,780,2,2,441.8
780,780,3,1,9.8
781,781,1,3,45
781,781,2,2,661.3
781,781,3,1,13.4
782,782,1,3,NULL
782,782,2,2,784
782,782,3,1,12.6
783,783,1,3,NULL
783,783,2,2,865.4
783,783,3,1,11.3
784,784,1,3,NULL
784,784,2,2,2000
784,784,3,1,21
785,785,1,3,NULL
785,785,2,2,NULL
785,785,3,1,11
786,786,1,3,1100
786,786,2,2,NULL
786,786,3,1,20
787,787,1,3,NULL
787,787,2,2,1164.1
787,787,3,1,19.8
789,789,1,3,369
789,789,2,2,1850
789,789,3,1,19.3
790,790,1,3,NULL
790,790,2,2,NULL
790,790,3,1,15.7
791,791,1,3,NULL
791,791,2,2,1400
791,791,3,1,16.2
792,792,1,3,NULL
792,792,2,2,450
792,792,3,1,10
793,793,1,3,26
793,793,2,2,606.4
793,793,3,1,11.3
794,794,1,3,25.9
794,794,2,2,606.4
794,794,3,1,NULL
796,796,1,3,NULL
796,796,2,2,486
796,796,3,1,9.7
798,798,1,3,NULL
798,798,2,2,1709.3
798,798,3,1,22
799,799,1,3,NULL
799,799,2,2,653.5
799,799,3,1,11
800,800,1,3,NULL
800,800,2,2,1757.3
800,800,3,1,22
801,801,1,3,NULL
801,801,2,2,1061
801,801,3,1,15.5
802,802,1,3,1448
802,802,2,2,NULL
802,802,3,1,NULL
803,803,1,3,29.2
803,803,2,2,600
803,803,3,1,13
804,804,1,3,962
804,804,2,2,549
804,804,3,1,NULL
809,809,1,3,NULL
809,809,2,2,400
809,809,3,1,9
810,810,1,3,NULL
810,810,2,2,585
810,810,3,1,13
811,811,1,3,NULL
811,811,2,2,NULL
811,811,3,1,12.9
812,812,1,3,1676
812,812,2,2,966
812,812,3,1,15
813,813,1,3,263
813,813,2,2,563
813,813,3,1,14.2
814,814,1,3,NULL
814,814,2,2,601.6
814,814,3,1,14.7
815,815,1,3,NULL
815,815,2,2,1250
815,815,3,1,15
816,816,1,3,1889
816,816,2,2,1045
816,816,3,1,14.4
818,818,1,3,NULL
818,818,2,2,600
818,818,3,1,15
819,819,1,3,NULL
819,819,2,2,542.2
819,819,3,1,13.9
820,820,1,3,NULL
820,820,2,2,1300
820,820,3,1,16
822,822,1,3,51
822,822,2,2,822.4
822,822,3,1,13.4
823,823,1,3,NULL
823,823,2,2,1200
823,823,3,1,15
824,824,1,3,NULL
824,824,2,2,557.4
824,824,3,1,12.1
825,825,1,3,NULL
825,825,2,2,1500
825,825,3,1,20
826,826,1,3,NULL
826,826,2,2,NULL
826,826,3,1,13.1
827,827,1,3,NULL
827,827,2,2,NULL
827,827,3,1,15.5
828,828,1,3,84.78
828,828,2,2,569.8
828,828,3,1,12.9
829,829,1,3,NULL
829,829,2,2,1800
829,829,3,1,22
831,831,1,3,NULL
831,831,2,2,1060
831,831,3,1,15.2
832,832,1,3,NULL
832,832,2,2,510
832,832,3,1,14.3
835,835,1,3,62
835,835,2,2,544
835,835,3,1,13.6
839,839,1,3,NULL
839,839,2,2,1506.8
839,839,3,1,17.5
840,840,1,3,NULL
840,840,2,2,1472.9
840,840,3,1,22.2
842,842,1,3,428
842,842,2,2,NULL
842,842,3,1,NULL
843,843,1,3,NULL
843,843,2,2,1692.5
843,843,3,1,15.4
844,844,1,3,1898
844,844,2,2,1000
844,844,3,1,22
846,846,1,3,900
846,846,2,2,400
846,846,3,1,8
847,847,1,3,1050
847,847,2,2,500
847,847,3,1,10
849,849,1,3,485
849,849,2,2,NULL
849,849,3,1,NULL
852,852,1,3,150
852,852,2,2,NULL
852,852,3,1,13.5
853,853,1,3,21
853,853,2,2,NULL
853,853,3,1,NULL
854,854,1,3,NULL
854,854,2,2,1600
854,854,3,1,21.7
856,856,1,3,34
856,856,2,2,606.4
856,856,3,1,11.8
859,859,1,3,47
859,859,2,2,550
859,859,3,1,12.8
862,862,1,3,NULL
862,862,2,2,581
862,862,3,1,12.5
863,863,1,3,NULL
863,863,2,2,606.5
863,863,3,1,15
864,864,1,3,NULL
864,864,2,2,240
864,864,3,1,6
865,865,1,3,NULL
865,865,2,2,450
865,865,3,1,8.8
866,866,1,3,NULL
866,866,2,2,504.4
866,866,3,1,13.5
868,868,1,3,NULL
868,868,2,2,1600
868,868,3,1,17.2
869,869,1,3,NULL
869,869,2,2,600
869,869,3,1,8
870,870,1,3,723
870,870,2,2,520
870,870,3,1,9.9
871,871,1,3,NULL
871,871,2,2,1700
871,871,3,1,NULL
873,873,1,3,292
873,873,2,2,1400
873,873,3,1,16
875,875,1,3,1900
875,875,2,2,922.9
875,875,3,1,14.7
876,876,1,3,570
876,876,2,2,679.1
876,876,3,1,12.6
878,878,1,3,NULL
878,878,2,2,878.6
878,878,3,1,15.2
879,879,1,3,5
879,879,2,2,1077
879,879,3,1,15.8
881,881,1,3,NULL
881,881,2,2,1644.6
881,881,3,1,16.6
883,883,1,3,1400
883,883,2,2,2300
883,883,3,1,NULL
884,884,1,3,NULL
884,884,2,2,930
884,884,3,1,10
885,885,1,3,245
885,885,2,2,NULL
885,885,3,1,NULL
886,886,1,3,480
886,886,2,2,1500
886,886,3,1,15.5
887,887,1,3,3.75
887,887,2,2,1374.7
887,887,3,1,16.2
888,888,1,3,NULL
888,888,2,2,396.6
888,888,3,1,10
889,889,1,3,NULL
889,889,2,2,649.9
889,889,3,1,14.2
890,890,1,3,NULL
890,890,2,2,636.9
890,890,3,1,13.4
893,893,1,3,NULL
893,893,2,2,1337
893,893,3,1,16.6
895,895,1,3,NULL
895,895,2,2,1246.3
895,895,3,1,NULL
897,897,1,3,500
897,897,2,2,1570
897,897,3,1,15.6
899,899,1,3,NULL
899,899,2,2,1200
899,899,3,1,16.7
900,900,1,3,NULL
900,900,2,2,1073.2
900,900,3,1,16.2
901,901,1,3,580
901,901,2,2,NULL
901,901,3,1,15
902,902,1,3,930
902,902,2,2,395
902,902,3,1,10
903,903,1,3,698.2
903,903,2,2,365
903,903,3,1,22
904,904,1,3,NULL
904,904,2,2,1700
904,904,3,1,NULL
905,905,1,3,NULL
905,905,2,2,652.9
905,905,3,1,12.2
907,907,1,3,500
907,907,2,2,NULL
907,907,3,1,4
908,908,1,3,NULL
908,908,2,2,1700
908,908,3,1,20.5
909,909,1,3,7
909,909,2,2,597
909,909,3,1,12.3
910,910,1,3,NULL
910,910,2,2,900
910,910,3,1,14
911,911,1,3,732
911,911,2,2,NULL
911,911,3,1,NULL
913,913,1,3,NULL
913,913,2,2,738.3
913,913,3,1,11.5
914,914,1,3,78
914,914,2,2,525.3
914,914,3,1,13.1
915,915,1,3,NULL
915,915,2,2,580
915,915,3,1,12.2
916,916,1,3,400
916,916,2,2,1466.5
916,916,3,1,17.6
918,918,1,3,6
918,918,2,2,NULL
918,918,3,1,NULL
920,920,1,3,3.5
920,920,2,2,NULL
920,920,3,1,15.8
921,921,1,3,NULL
921,921,2,2,2000
921,921,3,1,22
922,922,1,3,NULL
922,922,2,2,1194
922,922,3,1,16.5
923,923,1,3,51.8
923,923,2,2,580.2
923,923,3,1,13.4
924,924,1,3,NULL
924,924,2,2,588.1
924,924,3,1,13.8
925,925,1,3,500
925,925,2,2,NULL
925,925,3,1,13
926,926,1,3,3
926,926,2,2,517.99
926,926,3,1,NULL
927,927,1,3,4.5
927,927,2,2,1220
927,927,3,1,16.1
929,929,1,3,430
929,929,2,2,550.9
929,929,3,1,NULL
930,930,1,3,NULL
930,930,2,2,601.4
930,930,3,1,NULL
931,931,1,3,NULL
931,931,2,2,577.3
931,931,3,1,12.1
934,934,1,3,NULL
934,934,2,2,504.4
934,934,3,1,13.1
935,935,1,3,930
935,935,2,2,573.8
935,935,3,1,11.5
936,936,1,3,3.85
936,936,2,2,1100
936,936,3,1,15.5
938,938,1,3,NULL
938,938,2,2,2129
938,938,3,1,21.3
939,939,1,3,NULL
939,939,2,2,773.1
939,939,3,1,13.6
940,940,1,3,NULL
940,940,2,2,NULL
940,940,3,1,13.6
941,941,1,3,NULL
941,941,2,2,1100
941,941,3,1,15.36
942,942,1,3,NULL
942,942,2,2,765.7
942,942,3,1,11
943,943,1,3,747.4
943,943,2,2,413
943,943,3,1,10
944,944,1,3,NULL
944,944,2,2,645
944,944,3,1,7.5
945,945,1,3,780
945,945,2,2,450
945,945,3,1,10.6
946,946,1,3,4.3
946,946,2,2,1000
946,946,3,1,15
947,947,1,3,36.5
947,947,2,2,NULL
947,947,3,1,NULL
949,949,1,3,11.2
949,949,2,2,633
949,949,3,1,13
950,950,1,3,NULL
950,950,2,2,645.5
950,950,3,1,13
951,951,1,3,NULL
951,951,2,2,510
951,951,3,1,11.8
952,952,1,3,NULL
952,952,2,2,NULL
952,952,3,1,9
953,953,1,3,20
953,953,2,2,1105
953,953,3,1,21
954,954,1,3,70
954,954,2,2,654.54
954,954,3,1,13.4
955,955,1,3,NULL
955,955,2,2,1200
955,955,3,1,22
956,956,1,3,NULL
956,956,2,2,NULL
956,956,3,1,9
958,958,1,3,759.4
958,958,2,2,385
958,958,3,1,8.6
959,959,1,3,NULL
959,959,2,2,1800
959,959,3,1,21.9
960,960,1,3,NULL
960,960,2,2,1600
960,960,3,1,21
961,961,1,3,59
961,961,2,2,503.5
961,961,3,1,12.8
962,962,1,3,NULL
962,962,2,2,1725.7
962,962,3,1,21.8
964,964,1,3,1000
964,964,2,2,406.9
964,964,3,1,9.7
965,965,1,3,NULL
965,965,2,2,1089
965,965,3,1,15.5
966,966,1,3,NULL
966,966,2,2,625.7
966,966,3,1,9.8
967,967,1,3,296
967,967,2,2,606.1
967,967,3,1,13.2
968,968,1,3,520
968,968,2,2,550
968,968,3,1,11.6
972,972,1,3,552
972,972,2,2,NULL
972,972,3,1,10
974,974,1,3,NULL
974,974,2,2,1025
974,974,3,1,16
975,975,1,3,112
975,975,2,2,NULL
975,975,3,1,NULL
976,976,1,3,NULL
976,976,2,2,617.8
976,976,3,1,14
977,977,1,3,NULL
977,977,2,2,550
977,977,3,1,13.3
978,978,1,3,32
978,978,2,2,600.7
978,978,3,1,11.3
979,979,1,3,45
979,979,2,2,NULL
979,979,3,1,NULL
980,980,1,3,52
980,980,2,2,NULL
980,980,3,1,NULL
981,981,1,3,NULL
981,981,2,2,522.7
981,981,3,1,12.9
982,982,1,3,NULL
982,982,2,2,640
982,982,3,1,11.7
983,983,1,3,NULL
983,983,2,2,1133.3
983,983,3,1,16.1
984,984,1,3,NULL
984,984,2,2,1300
984,984,3,1,NULL
986,986,1,3,NULL
986,986,2,2,NULL
986,986,3,1,NULL
987,987,1,3,NULL
987,987,2,2,NULL
987,987,3,1,15
988,988,1,3,NULL
988,988,2,2,617.8
988,988,3,1,14
989,989,1,3,3.5
989,989,2,2,1135.1
989,989,3,1,NULL
990,990,1,3,100
990,990,2,2,600
990,990,3,1,12.8
991,991,1,3,4
991,991,2,2,1132.5
991,991,3,1,16
993,993,1,3,270
993,993,2,2,1700
993,993,3,1,19.6
994,994,1,3,NULL
994,994,2,2,1200
994,994,3,1,17
996,996,1,3,340
996,996,2,2,1000
996,996,3,1,17
997,997,1,3,NULL
997,997,2,2,NULL
997,997,3,1,14
998,998,1,3,NULL
998,998,2,2,659.2
998,998,3,1,12.3
999,999,1,3,NULL
999,999,2,2,1500
999,999,3,1,16
1000,1000,1,3,NULL
1000,1000,2,2,704.4
1000,1000,3,1,14.2
